GABLE_COUNT,14,pcs
TRUSS_VALLEY_INTERSECTS,21,pcs
BATTEN_GABLE_INTERSECTS,147,pcs
TRUSS_EAVE_INTERSECTS,188,pcs
BATTEN_PARAPET_INTERSECTS,0,pcs
TRUSS_DUO_RIDGE_INTERSECTS,84,pcs
TRUSS_MONO_RIDGE_INTERSECTS,8,pcs
TRUSS_PARAPET_INTERSECTS,13,pcs
HANGER_TORSIONAL_RESTRAINT_STRAPS,10,pcs
